,word,true,pred
4788,gheleghen,O,O
4789,es,O,O
4790,ende,O,O
4791,ware,O,O
4792,daer,O,O
4793,an,O,O
4794,eeneghe,O,O
4795,faute,O,O
4796,so,O,O
4797,heeft,O,O
4798,soe,O,O
4799,de,O,O
4800,bladingghen,O,O
4801,van,O,O
4802,haren,O,O
4803,leenen,O,O
4804,tote,O,O
4805,iii,O,O
4806,jaere,O,O
4807,lanc,O,O
4808,achter,O,O
4809,een,O,O
4810,daer,O,O
4811,toe,O,O
4812,gheleit,O,O
4813,ome,O,O
4814,die,O,O
4815,some,O,O
4816,van,O,O
4817,ghelde,O,O
4818,daer,O,O
4819,an,O,O
4820,te,O,O
4821,vulhebbenne,O,O
4822,ende,O,O
4823,voert,O,O
4824,so,O,O
4825,es,O,O
4826,te,O,O
4827,wetenne,O,O
4828,ware,O,O
4829,dat,O,O
4830,sake,O,O
4831,dat,O,O
4832,hiemen,O,O
4833,belette,O,O
4834,ofte,O,O
4835,beletten,O,O
4836,wilde,O,O
4837,den,O,O
4838,personen,O,O
4839,vorseit,O,O
4840,de,O,O
4841,vorseide,O,O
4842,somme,O,O
4843,van,O,O
4844,ghelde,O,O
4845,te,O,O
4846,hinne,O,O
4847,in,O,O
4848,der,O,O
4849,manieren,O,O
4850,vorseit,O,O
4851,so,O,O
4852,heeft,O,O
4853,jonfr,O,O
4854,ysabeele,B-PERS,B-PERS
4855,vorseit,O,O
4856,verkent,O,O
4857,alse,O,O
4858,van,O,O
4859,goeder,O,O
4860,scult,O,O
4861,te,O,O
4862,hebbenne,O,O
4863,ende,O,O
4864,te,O,O
4865,heffenne,O,O
4866,den,O,O
4867,vorseiden,O,O
4868,psonen,O,O
4869,ij,B-MONEY,B-MONEY
4870,lb,I-MONEY,I-MONEY
4871,paris,I-MONEY,I-MONEY
4872,ome,O,O
4873,te,O,O
4874,gheuenne,O,O
4875,deen,O,O
4876,derdendeel,O,O
4877,den,O,O
4878,graue,O,O
4879,van,O,O
4880,vlaendren,B-LOC,B-PERS
4881,dander,O,O
4882,derdendeel,O,O
4883,den,O,O
4884,bisscop,O,O
4885,van,O,O
4886,dorneke,B-LOC,B-LOC
4887,ome,O,O
4888,de,O,O
4889,ghene,O,O
4890,dmede,O,O
4891,te,O,O
4892,bedwingghenne,O,O
4893,die,O,O
4894,den,O,O
4895,vorseiden,O,O
4896,psonen,O,O
4897,beletten,O,O
4898,ofte,O,O
4899,beletten,O,O
4900,wilden,O,O
4901,de,O,O
4902,vorseide,O,O
4903,iiijxx,B-MONEY,B-MONEY
4904,lb,I-MONEY,I-MONEY
4905,gro,I-MONEY,I-MONEY
4906,torn,I-MONEY,I-MONEY
4907,te,O,O
4908,hinne,O,O
4909,ende,O,O
4910,terde,O,O
4911,derden,O,O
4912,deel,O,O
4913,van,O,O
4914,den,O,O
4915,ij,B-MONEY,B-MONEY
4916,lb,I-MONEY,I-MONEY
4917,paris,I-MONEY,I-MONEY
4918,te,O,O
4919,hebbenne,O,O
4920,ende,O,O
4921,te,O,O
4922,heffenne,O,O
4923,den,O,O
4924,psonen,O,O
4925,vorseit,O,O
4926,ome,O,O
4927,te,O,O
4928,veruolghenne,O,O
4929,en,O,O
4930,te,O,O
4931,hinne,O,O
4932,de,O,O
4933,vorseide,O,O
4934,iiijxx,B-MONEY,B-MONEY
4935,lb,I-MONEY,I-MONEY
4936,groet,I-MONEY,I-MONEY
4937,torn,I-MONEY,I-MONEY
4938,ende,O,O
4939,al,O,O
4940,dat,O,O
4941,hier,O,O
4942,vorseit,O,O
4943,es,O,O
4944,dat,O,O
4945,heeft,O,O
4946,jonfrouwe,O,O
4947,ysabeel,B-PERS,O
4948,vorseit,O,O
4949,bewijst,O,O
4950,met,O,O
4951,voegde,O,O
4952,op,O,O
4953,al,O,O
4954,haer,O,O
4955,goet,O,O
4956,vors,O,O
4957,ende,O,O
4958,al,O,O
4959,dit,O,O
4960,was,O,O
4961,ghedaen,O,O
4962,bi,O,O
4963,consente,O,O
4964,ende,O,O
4965,bi,O,O
4966,wille,O,O
4967,van,O,O
4968,haren,O,O
4969,hautsten,O,O
4970,hoere,O,O
4971,ende,O,O
4972,baerblijcsten,O,O
4973,jonfrouwe,O,O
4974,katelinen,B-PERS,B-PERS
4975,van,I-PERS,I-PERS
4976,den,I-PERS,I-PERS
4977,hueueruws,I-PERS,I-PERS
4978,ende,O,O
4979,bi,O,O
4980,csente,O,O
4981,en,O,O
4982,bi,O,O
4983,wille,O,O
4984,van,O,O
4985,jan,B-PERS,B-PERS
4986,barnagen,I-PERS,I-PERS
4987,en,O,O
4988,met,O,O
4989,voegde,O,O
4990,hier,O,O
4991,ouer,O,O
4992,so,O,O
4993,was,O,O
4994,der,O,O
4995,gheerart,B-PERS,B-PERS
4996,wauel,I-PERS,I-PERS
4997,alse,O,O
4998,schepenne,O,O
4999,in,O,O
5000,auden,B-LOC,B-LOC
5001,ende,O,O
5002,fransoys,B-PERS,B-PERS
5003,van,I-PERS,I-PERS
5004,warighem,I-PERS,I-PERS
5005,alse,O,O
5006,heruachteche,O,O
5007,dit,O,O
5008,was,O,O
5009,ghedaen,O,O
5010,jnt,O,O
5011,jaer,O,O
5012,ons,O,O
5013,heeren,O,O
5014,mccc,B-DATE,B-DATE
5015,ende,I-DATE,I-DATE
5016,xliij,I-DATE,I-DATE
5017,jn,I-DATE,I-DATE
5018,sente,I-DATE,I-DATE
5019,pieters,I-DATE,I-DATE
5020,en,I-DATE,I-DATE
5021,sente,I-DATE,I-DATE
5022,pauwels,I-DATE,I-DATE
5023,daghe,I-DATE,I-DATE
5024,weten,O,O
5025,alle,O,O
5026,de,O,O
5027,ghene,O,O
5028,die,O,O
5029,siin,O,O
5030,e,O,O
5031,selen,O,O
5032,siin,O,O
5033,dat,O,O
5034,joncvro,O,O
5035,magriete,B-PERS,B-PERS
5036,van,I-PERS,I-PERS
5037,rume,I-PERS,I-PERS
5038,heeft,O,O
5039,ontfaen,O,O
5040,e,O,O
5041,es,O,O
5042,gheerft,O,O
5043,wel,O,O
5044,e,O,O
5045,wettelike,O,O
5046,na,O,O
5047,de,O,O
5048,costume,O,O
5049,e,O,O
5050,dusage,O,O
5051,van,O,O
5052,den,O,O
5053,lande,O,O
5054,jn,O,O
5055,ellef,O,O
5056,vierendel,O,O
5057,lants,O,O
5058,dat,O,O
5059,te,O,O
5060,houdene,O,O
5061,jn,O,O
5062,alsulker,O,O
5063,manieren,O,O
5064,et,O,O
5065,der,O,O
5066,seluer,O,O
5067,vormen,O,O
5068,dat,O,O
5069,houdende,O,O
5070,was,O,O
5071,joncvro,O,O
5072,anes,B-PERS,B-PERS
5073,van,I-PERS,I-PERS
5074,musebrouc,I-PERS,I-PERS
5075,dat,O,O
5076,es,O,O
5077,te,O,O
5078,wetene,O,O
5079,dat,O,O
5080,soet,O,O
5081,cochte,O,O
5082,jeghen,O,O
5083,michiele,B-PERS,B-PERS
5084,barlebane,I-PERS,I-PERS
5085,et,O,O
5086,gaeft,O,O
5087,hem,O,O
5088,erflike,O,O
5089,omme,O,O
5090,xxxvi,B-MONEY,B-MONEY
5091,sc,I-MONEY,I-MONEY
5092,paris,I-MONEY,I-MONEY
5093,siars,O,O
5094,te,O,O
5095,gheldene,O,O
5096,te,O,O
5097,kersauonde,B-DATE,B-DATE
5098,et,O,O
5099,ne,O,O
5100,gonde,O,O
5101,hiit,O,O
5102,niet,O,O
5103,et,O,O
5104,de,O,O
5105,ghene,O,O
5106,diet,O,O
5107,na,O,O
5108,he,O,O
5109,houden,O,O
5110,selen,O,O
5111,siars,O,O
5112,binnen,O,O
5113,den,O,O
5114,vieren,O,O
5115,kersdaghen,O,O
5116,so,O,O
5117,ware,O,O
5118,die,O,O
5119,vorseide,O,O
5120,xi,O,O
5121,vierend,O,B-LOC
5122,lants,O,O
5123,vburt,O,O
5124,et,O,O
5125,mochter,O,O
5126,die,O,O
5127,vors,O,O
5128,joncv,O,O
5129,anes,B-PERS,B-PERS
5130,hant,O,O
5131,an,O,O
5132,slaen,O,O
5133,et,O,O
5134,berghen,O,O
5135,et,O,O
5136,dalen,O,O
5137,gheliic,O,O
5138,hare,O,O
5139,ander,O,O
5140,eruen,O,O
5141,et,O,O
5142,jn,O,O
5143,allen,O,O
5144,dese,O,O
5145,vors,O,O
5146,pointen,O,O
5147,sonder,O,O
5148,meerne,O,O
5149,mindere,O,O
5150,et,O,O
5151,enech,O,O
5152,of,O,O
5153,doen,O,O
5154,so,O,O
5155,heeft,O,O
5156,joncv,O,O
5157,magriete,B-PERS,B-PERS
5158,van,I-PERS,I-PERS
5159,rume,I-PERS,I-PERS
5160,vor,O,O
5161,ghenomt,O,O
5162,dese,O,O
5163,vors,O,O
5164,xi,O,O
5165,vier,O,O
5166,lants,O,O
5167,ontfaen,O,O
5168,et,O,O
5169,esser,O,O
5170,wel,O,O
5171,et,O,O
5172,wettelike,O,O
5173,jn,O,O
5174,ghe,O,O
5175,ereft,O,O
5176,als,O,O
5177,vorseit,O,O
5178,es,O,O
5179,vore,O,O
5180,steuen,B-PERS,B-PERS
5181,den,I-PERS,I-PERS
5182,bartmacre,I-PERS,I-PERS
5183,bailiou,O,O
5184,sprofts,O,B-PERS
5185,van,O,I-PERS
5186,petenghe,B-LOC,I-PERS
5187,jhan,B-PERS,B-PERS
5188,bonen,I-PERS,I-PERS
5189,piet,B-PERS,B-PERS
5190,van,I-PERS,I-PERS
5191,heilebrouc,I-PERS,I-PERS
5192,e,O,O
5193,gherard,B-PERS,B-PERS
5194,den,I-PERS,I-PERS
5195,parmentier,I-PERS,I-PERS
5196,scepenen,O,O
5197,sforseits,O,O
5198,profts,O,O
5199,orconden,O,O
5200,der,O,O
5201,jhan,B-PERS,B-PERS
5202,prochipape,O,I-PERS
5203,van,O,O
5204,mo,B-LOC,O
5205,renghe,I-LOC,B-PERS
5206,deken,O,I-PERS
5207,van,O,O
5208,oudenarde,B-LOC,B-LOC
5209,sust,O,O
5210,beats,B-PERS,O
5211,peuse,O,O
5212,van,O,O
5213,den,O,O
5214,spetale,O,O
5215,van,O,O
5216,ouden,B-LOC,O
5217,maes,B-PERS,B-PERS
5218,vancaleberghe,I-PERS,I-PERS
5219,jhan,B-PERS,B-PERS
5220,nose,I-PERS,I-PERS
5221,hannek,B-PERS,O
5222,moenard,I-PERS,O
5223,te,O,O
5224,dien,O,O
5225,tiden,O,O
5226,clerc,O,O
5227,jnt,O,O
5228,spetail,O,O
5229,touden,B-LOC,O
5230,t,O,O
5231,was,O,O
5232,ghed,O,O
5233,jnt,O,O
5234,jaer,O,O
5235,van,O,O
5236,gcien,O,O
5237,mccc,B-DATE,B-DATE
5238,e,I-DATE,I-DATE
5239,viue,I-DATE,I-DATE
5240,jn,I-DATE,I-DATE
5241,meie,I-DATE,I-DATE
5242,jnt,O,I-DATE
5243,spetail,O,I-DATE
5244,in,O,I-DATE
5245,der,O,I-DATE
5246,peuser,O,I-DATE
5247,camere,O,I-DATE
5248,ant,O,I-DATE
5249,kerchof,O,I-DATE
